Bölge;m² (Brüt);Oda Sayısı;Fiyat;Mahalle
Pendik;50;1+1;3.900.000 TL;"Yenişehir
Harmandere Mah."
Pendik;88;2+1;5.200.000 TL;"Dolayoba
Velibaba Mah."
Pendik;100;2+1;4.500.000 TL;"Çarşı
Kaynarca Mah."
Pendik;123;3+1;5.349.999 TL;"Yenişehir
Çamlık Mh."
Pendik;120;3+1;7.250.000 TL;"Yenişehir
Kurtköy Mh."
Pendik;65;1+1;3.250.000 TL;"Yenişehir
Yenişehir Mh."
Pendik;75;2+1;3.100.000 TL;"Yenişehir
Yenişehir Mh."
Pendik;80;1+1;3.900.000 TL;"Yenişehir
Yenişehir Mh."
Pendik;100;3+1;4.500.000 TL;"Dolayoba
Velibaba Mah."
Pendik;300;5+2;9.500.000 TL;"Bahçelievler
Yeni Mh."
Pendik;139;2+1;6.950.000 TL;"Dolayoba
Dumlupınar Mh."
Pendik;100;2+1;6.200.000 TL;"Bahçelievler
Bahçelievler Mh."
Pendik;200;3+3;8.750.000 TL;"Dolayoba
Dumlupınar Mh."
Pendik;260;5+2;7.000.000 TL;"Esenyalı
Güzelyalı Mh."
Pendik;110;3+1;6.800.000 TL;"Çarşı
Doğu Mh."
Pendik;100;2+1;4.400.000 TL;"Dolayoba
Velibaba Mah."
Pendik;250;6+1;14.500.000 TL;"Çarşı
Batı Mh."
Pendik;90;2+1;3.050.000 TL;"Dolayoba
Velibaba Mah."
Pendik;138;3+1;8.700.000 TL;"Çamçeşme
Çamçeşme Mh."
Pendik;120;3+1;8.200.000 TL;"Çarşı
Batı Mh."
Pendik;220;5+1;6.210.000 TL;"Çamçeşme
Esenler Mah."
Pendik;70;2+1;3.650.000 TL;"Esenyalı
Ahmet Yesevi Mah."
Pendik;152;3+1;13.000.000 TL;"Çarşı
Doğu Mh."
Pendik;146;3+1;9.250.000 TL;"Çamçeşme
Çamçeşme Mh."
Pendik;190;4+1;8.000.000 TL;"Bahçelievler
Yeni Mh."
Pendik;75;2+1;2.400.000 TL;"Dolayoba
Dumlupınar Mh."
Pendik;65;1+1;4.150.000 TL;"Şeyhli
Güllü Bağlar Mh."
Pendik;91;2+1;5.600.000 TL;"Çamçeşme
Fevzi Çakmak Mh."
Pendik;67;1+1;3.850.000 TL;"Yenişehir
Yenişehir Mh."
Pendik;130;3+1;3.350.000 TL;"Çamçeşme
Çamçeşme Mh."
Pendik;120;3+1;7.500.000 TL;"Yenişehir
Kurtköy Mh."
Pendik;153;3+1;8.750.000 TL;"Yenişehir
Yenişehir Mh."
Pendik;135;3+1;6.250.000 TL;"Yenişehir
Kurtköy Mh."
Pendik;115;3+1;3.600.000 TL;"Esenyalı
Orhangazi Mah."
Pendik;85;2+1;2.250.000 TL;"Esenyalı
Fatih Mah."
Sancaktepe;85;2+1;2.899.999 TL;"Yenidoğan
Mevlana Mah."
Sancaktepe;125;3+1;3.499.999 TL;"Samandıra
Osmangazi Mah."
Sancaktepe;95;2+1;3.399.000 TL;"Yenidoğan
Yunus Emre Mah."
Sancaktepe;110;2+1;4.459.000 TL;"Samandıra
Osmangazi Mah."
Sancaktepe;105;2+1;3.158.000 TL;"Samandıra
Eyüp Sultan Mh."
Sancaktepe;80;2+1;3.790.000 TL;"Yenidoğan
Yenidoğan Mh."
Sancaktepe;200;5+2;6.500.000 TL;"Yenidoğan
Yenidoğan Mh."
Sancaktepe;169;3.5+1;13.450.000 TL;"Samandıra
Abdurrahmangazi Mah."
Sancaktepe;67;1+1;5.350.000 TL;"Samandıra
Abdurrahmangazi Mah."
Sancaktepe;90;2+1;2.989.000 TL;"Samandıra
Osmangazi Mah."
Sancaktepe;175;5+1;2.699.000 TL;"Sarıgazi
Atatürk Mh."
Sancaktepe;128;3+1;3.179.000 TL;"Samandıra
Osmangazi Mah."
Sancaktepe;90;2+1;2.974.000 TL;"Yenidoğan
Yunus Emre Mah."
Sancaktepe;95;2+1;3.400.000 TL;"Samandıra
Osmangazi Mah."
Sancaktepe;135;4+1;2.398.000 TL;"Yenidoğan
Mevlana Mah."
Sancaktepe;140;3+1;2.400.000 TL;"Samandıra
Abdurrahmangazi Mah."
Sancaktepe;95;2+1;3.550.000 TL;"Samandıra
Abdurrahmangazi Mah."
Sancaktepe;115;3+1;3.189.000 TL;"Samandıra
Osmangazi Mah."
Sancaktepe;130;3+1;2.850.000 TL;"Yenidoğan
Yenidoğan Mh."
Sancaktepe;95;2+1;4.250.000 TL;"Samandıra
Abdurrahmangazi Mah."
Sancaktepe;130;2+1;8.990.000 TL;"Samandıra
Abdurrahmangazi Mah."
Sancaktepe;115;3+1;3.199.000 TL;"Samandıra
Osmangazi Mah."
Sancaktepe;89;2+1;2.799.999 TL;"Samandıra
Osmangazi Mah."
Sancaktepe;75;2+1;2.880.000 TL;"Yenidoğan
Mevlana Mah."
Sancaktepe;135;3+1;5.250.000 TL;"Samandıra
Osmangazi Mah."
Sancaktepe;95;2+1;2.919.000 TL;"Yenidoğan
Mevlana Mah."
Sancaktepe;95;1+1;5.600.000 TL;"Samandıra
Veysel Karani Mah."
Sancaktepe;127;2+1;8.300.000 TL;"Samandıra
Veysel Karani Mah."
Sancaktepe;145;4+1;2.825.000 TL;"Yenidoğan
Mevlana Mah."
Sancaktepe;80;2+1;3.200.000 TL;"Yenidoğan
Yenidoğan Mh."
Sancaktepe;120;3+1;2.350.000 TL;"Samandıra
Akpınar Mh."
Sancaktepe;120;3+1;3.550.000 TL;"Sarıgazi
Emek Mah."
Sancaktepe;150;4+1;4.300.000 TL;"Yenidoğan
Safa Mah."
Sancaktepe;85;2+1;3.650.000 TL;"Samandıra
Fatih Mah."
Sancaktepe;110;2+1;2.950.000 TL;"Sarıgazi
İnönü Mh."
Sancaktepe;115;2+1;3.600.000 TL;"Sarıgazi
Atatürk Mh."
Sancaktepe;120;3.5+1;4.850.000 TL;"Yenidoğan
Safa Mah."
Sancaktepe;80;2+1;3.585.000 TL;"Sarıgazi
İnönü Mh."
Sancaktepe;195;3+2;6.200.000 TL;"Sarıgazi
Atatürk Mh."
Sancaktepe;177;3+1;9.930.000 TL;"Sarıgazi
Sarıgazi Mh."
Sancaktepe;180;4+1;6.370.000 TL;"Sarıgazi
Sarıgazi Mh."
Sancaktepe;100;2+1;3.000.000 TL;"Sarıgazi
Atatürk Mh."
Sancaktepe;164;3+1;7.750.000 TL;"Sarıgazi
Meclis Mah."
Sancaktepe;90;2+1;4.500.000 TL;"Sarıgazi
Sarıgazi Mh."
Sancaktepe;125;2+1;3.000.000 TL;"Yenidoğan
Yenidoğan Mh."
Sancaktepe;87;1+1;4.850.000 TL;"Samandıra
Veysel Karani Mah."
Sancaktepe;95;2+1;4.000.000 TL;"Sarıgazi
Kemal Türkler Mh."
Sancaktepe;95;2+1;4.250.000 TL;"Sarıgazi
Sarıgazi Mh."
Sancaktepe;256;4+1;22.500.000 TL;"Samandıra
Abdurrahmangazi Mah."
Sancaktepe;150;4+1;4.950.000 TL;"Sarıgazi
Kemal Türkler Mh."
Sariyer;230;4+1;18.250.000 TL;"Köyler
Zekeriyaköy Mh."
Sariyer;170;3+1;26.395.000 TL;"Merkez
Maslak Mah."
Sariyer;80;1+1;8.450.000 TL;"Merkez
Maslak Mah."
Sariyer;200;4+1;27.500.000 TL;"Köyler
Zekeriyaköy Mh."
Sariyer;85;1+1;14.000.000 TL;"Merkez
Ayazağa Mh."
Sariyer;45;Stüdyo (1+0);7.100.000 TL;"Köyler
Zekeriyaköy Mh."
Sariyer;75;1+1;8.100.000 TL;"Merkez
Maslak Mah."
Sariyer;81;1+1;13.500.000 TL;"Merkez
Ayazağa Mh."
Sariyer;85;1+1;9.650.000 TL;"Merkez
Maslak Mah."
Sariyer;185;3+1;35.500.000 TL;"Merkez
Ayazağa Mh."
Sariyer;190;3+1;40.000.000 TL;"Sarıyer
Maden Mah."
Sariyer;178;3+1;29.450.000 TL;"Merkez
Ayazağa Mh."
Sariyer;145;2+1;15.000.000 TL;"Merkez
Maslak Mah."
Sariyer;60;Stüdyo (1+0);7.500.000 TL;"Merkez
Maslak Mah."
Sariyer;240;4+1;51.750.000 TL;"Tarabya
Ferahevler Mah."
Sariyer;145;2+1;19.250.000 TL;"Merkez
Ayazağa Mh."
Sariyer;135;3+1;11.900.000 TL;"Köyler
Zekeriyaköy Mh."
Sariyer;75;1+1;15.500.000 TL;"İstinye
İstinye Mh."
Sariyer;145;3+1;10.500.000 TL;"Tarabya
Darüşşafaka Mh."
Sariyer;120;2+1;14.500.000 TL;"Köyler
Uskumruköy Mh."
Sariyer;150;3+1;11.500.000 TL;"Tarabya
Darüşşafaka Mh."
Sariyer;255;4+1;42.500.000 TL;"Merkez
Maslak Mah."
Sariyer;200;3+1;23.000.000 TL;"Köyler
Zekeriyaköy Mh."
Sariyer;230;3.5+1;25.500.000 TL;"Merkez
Ayazağa Mh."
Sariyer;115;2+1;15.000.000 TL;"Merkez
Ayazağa Mh."
Sariyer;85;1+1;9.650.000 TL;"Merkez
Maslak Mah."
Sariyer;86;1+1;13.250.000 TL;"Merkez
Ayazağa Mh."
Sariyer;120;2+1;17.750.000 TL;"Merkez
Huzur Mah."
Sariyer;250;4+2;8.500.000 TL;"Sarıyer
Sarıyer Merkez Mh."
Sariyer;140;3+1;5.000.000 TL;"Yeniköy
Yeniköy Mh."
Sariyer;87;2+1;5.350.000 TL;"Sarıyer
Sarıyer Merkez Mh."
Sariyer;225;4+1;21.000.000 TL;"Köyler
Uskumruköy Mh."
Sariyer;140;3+1;7.500.000 TL;"Rumelihisarı
Fatih Sultan Mehmet Mah."
Sariyer;170;3+1;29.750.000 TL;"Merkez
Ayazağa Mh."
Sariyer;250;2+1;27.500.000 TL;"Sarıyer
Maden Mah."
Sariyer;150;2+1;41.000.000 TL;"Büyükdere
Büyükdere Mh."
Sariyer;250;4+1;14.500.000 TL;"Köyler
Zekeriyaköy Mh."
Sariyer;240;5+1;15.500.000 TL;Tarabya
Sariyer;196;3+1;18.900.000 TL;"Merkez
Maslak Mah."
Sariyer;120;3+1;12.500.000 TL;"Merkez
Ayazağa Mh."
Sariyer;115;2+1;4.350.000 TL;"Bahçeköy
Bahçeköy Yeni Mh."
Sariyer;60;1+1;3.750.000 TL;"Büyükdere
Büyükdere Mh."
Sariyer;120;3+1;14.500.000 TL;Tarabya
Sariyer;186;3+1;19.500.000 TL;"Merkez
Ayazağa Mh."
Sariyer;154;2+1;20.000.000 TL;"Merkez
Ayazağa Mh."
Sariyer;90;1+1;10.500.000 TL;"Merkez
Huzur Mah."
Sariyer;110;2+1;17.500.000 TL;"Sarıyer
Maden Mah."
Sariyer;175;3+1;44.000.000 TL;"Yeniköy
Yeniköy Mh."
Sariyer;95;1+1;7.000.000 TL;"Merkez
Maslak Mah."
Sariyer;95;2+1;4.500.000 TL;"Sarıyer
Sarıyer Merkez Mh."
Silivri;95;2+1;3.250.000 TL;"Silivri
Yeni Mah."
Silivri;110;2+1;3.200.000 TL;"Silivri
Mimar Sinan Mh."
Silivri;85;2+1;2.250.000 TL;"Çanta
Balaban Mh."
Silivri;240;5+2;5.250.000 TL;"Selimpaşa
Selimpaşa Mh."
Silivri;80;2+1;2.500.000 TL;"Silivri
Piri Mehmet Paşa Mh."
Silivri;75;2+1;2.350.000 TL;"Silivri
Yeni Mah."
Silivri;142;3+1;6.000.000 TL;"Silivri
Yeni Mah."
Silivri;95;2+1;4.900.000 TL;"Selimpaşa
Selimpaşa Mh."
Silivri;125;3+1;1.675.000 TL;"Silivri
Piri Mehmet Paşa Mh."
Silivri;185;4+1;3.650.000 TL;"Silivri
Cumhuriyet Mah."
Silivri;52;1+1;1.650.000 TL;"Silivri
Cumhuriyet Mah."
Silivri;145;3+1;4.500.000 TL;"Silivri
Yeni Mah."
Silivri;190;4+1;7.450.000 TL;"Silivri
Mimar Sinan Mh."
Silivri;130;3+1;3.500.000 TL;"Silivri
Yeni Mah."
Silivri;55;1+1;2.850.000 TL;"Silivri
Yeni Mah."
Silivri;110;2+1;3.725.000 TL;"Silivri
Yeni Mah."
Silivri;55;1+1;2.750.000 TL;"Silivri
Mimar Sinan Mh."
Silivri;140;3+1;6.000.000 TL;"Silivri
Fatih Mh."
Silivri;75;2+1;2.349.000 TL;"Silivri
Yeni Mah."
Silivri;135;3+1;4.250.000 TL;"Silivri
Alipaşa Mh."
Silivri;85;2+1;1.950.000 TL;"Silivri
Alibey Mah."
Silivri;145;3+1;3.500.000 TL;"Silivri
Mimar Sinan Mh."
Silivri;178;3+1;3.650.000 TL;"Gümüşyaka
Gümüşyaka Mh."
Silivri;100;2+1;2.900.000 TL;"Değirmenköy
Fevzipaşa Mh."
Silivri;110;2+1;3.450.000 TL;"Silivri
Mimar Sinan Mh."
Silivri;100;2+1;3.670.000 TL;"Silivri
Mimar Sinan Mh."
Silivri;140;3+1;3.950.000 TL;"Silivri
Yeni Mah."
Silivri;160;4+2;2.950.000 TL;"Değirmenköy
Fevzipaşa Mh."
Silivri;90;2+1;2.200.000 TL;"Silivri
Yeni Mah."
Silivri;150;3+1;3.700.000 TL;"Silivri
Alibey Mah."
Silivri;130;3+1;4.050.000 TL;"Silivri
Yeni Mah."
Silivri;100;2+1;3.200.000 TL;"Silivri
Yeni Mah."
Silivri;80;2+1;5.000.000 TL;"Selimpaşa
Selimpaşa Mh."
Silivri;75;2+1;2.350.000 TL;"Silivri
Yeni Mah."
Silivri;115;2+1;3.450.000 TL;"Silivri
Mimar Sinan Mh."
Silivri;125;3+1;4.000.000 TL;"Selimpaşa
Selimpaşa Mh."
Silivri;110;2+1;2.650.000 TL;"Silivri
Mimar Sinan Mh."
Silivri;105;2+1;3.200.000 TL;"Silivri
Mimar Sinan Mh."
Silivri;200;3+1;7.000.000 TL;"Silivri
Cumhuriyet Mah."
Silivri;160;3+1;3.300.000 TL;"Silivri
Alibey Mah."
Silivri;97;1+1;7.250.000 TL;"Silivri
Piri Mehmet Paşa Mh."
Silivri;130;3+1;1.550.000 TL;"Çanta
Sancaktepe Mh."
Silivri;100;2+1;4.200.000 TL;"Silivri
Yeni Mah."
Silivri;110;2+1;3.500.000 TL;"Silivri
Alipaşa Mh."
Silivri;110;2+1;4.050.000 TL;"Silivri
Yeni Mah."
Silivri;75;2+1;2.700.000 TL;"Silivri
Alipaşa Mh."
Silivri;90;1+1;3.750.000 TL;"Silivri
Cumhuriyet Mah."
Silivri;140;3+1;2.800.000 TL;"Çanta
Sancaktepe Mh."
Silivri;150;2+1;6.181.000 TL;"Silivri
Yeni Mah."
Silivri;140;3+1;4.600.000 TL;"Selimpaşa
Selimpaşa Mh."
Sultanbeyli;90;2+1;2.789.000 TL;"Mimarsinan
Battalgazi Mah."
Sultanbeyli;98;2+1;3.444.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;100;2+1;3.640.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;100;3+1;2.289.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;85;2+1;3.099.000 TL;"Mimarsinan
Battalgazi Mah."
Sultanbeyli;137;2+1;3.165.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;105;2+1;2.525.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;125;3+1;9.000.000 TL;"Mehmetakif
Hasanpaşa Mh."
Sultanbeyli;150;4+1;4.595.000 TL;"Mimarsinan
Battalgazi Mah."
Sultanbeyli;95;2+1;3.150.000 TL;"Mimarsinan
Battalgazi Mah."
Sultanbeyli;119;2+1;5.900.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;140;3+1;5.050.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;130;4+1;3.750.000 TL;"Mehmetakif
Fatih Mah."
Sultanbeyli;110;2+1;3.290.000 TL;"Mehmetakif
Mehmet Akif Mah."
Sultanbeyli;105;2+1;5.150.000 TL;"Mehmetakif
Abdurrahmangazi Mah."
Sultanbeyli;90;2+1;3.350.000 TL;"Necipfazıl
Akşemsettin Mh."
Sultanbeyli;120;3+1;4.550.000 TL;"Necipfazıl
Necip Fazıl Mh."
Sultanbeyli;120;3+1;5.500.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;;;;
Sultanbeyli;70;2+1;3.250.000 TL;"Necipfazıl
Necip Fazıl Mh."
Sultanbeyli;85;2+1;3.100.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;160;4+1;3.649.000 TL;"Turgutreis
Mecidiye Mah."
Sultanbeyli;115;3+1;2.100.000 TL;"Mehmetakif
Fatih Mah."
Sultanbeyli;100;2+1;2.100.000 TL;"Mimarsinan
Battalgazi Mah."
Sultanbeyli;160;3+1;7.000.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;175;4+2;6.750.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;80;2+1;3.150.000 TL;"Mimarsinan
Battalgazi Mah."
Sultanbeyli;120;2+1;2.485.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;110;3+1;3.000.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;75;1+1;2.360.000 TL;"Necipfazıl
Yavuz Selim Mah."
Sultanbeyli;150;4+2;5.650.000 TL;"Necipfazıl
Orhangazi Mah."
Sultanbeyli;145;4+1;4.500.000 TL;"Necipfazıl
Necip Fazıl Mh."
Sultanbeyli;115;2+1;2.250.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;100;2+1;2.485.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;95;2+1;3.079.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;150;3+1;6.000.000 TL;"Turgutreis
Ahmet Yesevi Mah."
Sultanbeyli;90;2+1;3.525.000 TL;"Mimarsinan
Battalgazi Mah."
Sultanbeyli;87;2+1;3.599.000 TL;"Mimarsinan
Battalgazi Mah."
Sultanbeyli;95;2+1;3.950.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;105;2+1;2.180.000 TL;"Turgutreis
Turgut Reis Mah."
Sultanbeyli;130;3+1;4.450.000 TL;"Mimarsinan
Battalgazi Mah."
Sultanbeyli;90;2+1;5.400.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;150;4+1;6.000.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;85;2+1;3.550.000 TL;"Necipfazıl
Hamidiye Mah."
Sultanbeyli;150;3+1;4.430.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;135;3+1;4.650.000 TL;"Mimarsinan
Adil Mah."
Sultanbeyli;110;2+1;3.200.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;130;3+1;3.900.000 TL;"Mimarsinan
Mimar Sinan Mah."
Sultanbeyli;80;2+1;3.350.000 TL;"Mimarsinan
Battalgazi Mah."
Sultanbeyli;87;2+1;5.200.000 TL;"Mehmetakif
Mehmet Akif Mah."
Sultanbeyli;100;2+1;1.950.000 TL;"Necipfazıl
Akşemsettin Mh."
Sultangazi;89;2+1;4.650.000 TL;"Sultançiftliği
50. Yıl Mh."
Sultangazi;95;2+1;2.799.000 TL;"Sultançiftliği
50. Yıl Mh."
Sultangazi;105;2+1;5.350.000 TL;"Cebeci
Malkoçoğlu Mh."
Sultangazi;120;2+1;2.900.000 TL;"Zübeydehanım
Gazi Mah."
Sultangazi;220;6+2;6.950.000 TL;"Sultançiftliği
Sultançiftliği Mh."
Sultangazi;125;2+1;3.499.000 TL;"Cebeci
İsmetpaşa Mh."
Sultangazi;;;;
Sultangazi;105;2+1;3.875.000 TL;"Cebeci
İsmetpaşa Mh."
Sultangazi;170;2+2;5.190.000 TL;"Sultançiftliği
50. Yıl Mh."
Sultangazi;105;3+1;4.750.000 TL;"Zübeydehanım
Zübeyde Hanım Mh."
Sultangazi;90;2+1;2.950.000 TL;"Sultançiftliği
Sultançiftliği Mh."
Sultangazi;146;3+1;4.590.000 TL;"Sultançiftliği
50. Yıl Mh."
Sultangazi;230;4+1;10.500.000 TL;"Merkez
Eski Habipler Mah."
Sultangazi;115;2+1;3.350.000 TL;"Zübeydehanım
Gazi Mah."
Sultangazi;190;3+2;5.750.000 TL;Cebeci
Sultangazi;100;2+1;4.650.000 TL;Cebeci
Sultangazi;85;2+1;2.799.000 TL;"Sultançiftliği
Sultançiftliği Mh."
Sultangazi;100;2+1;2.000.000 TL;"Zübeydehanım
Zübeyde Hanım Mh."
Sultangazi;90;2+1;3.350.000 TL;"Cebeci
İsmetpaşa Mh."
Sultangazi;130;3+1;5.500.000 TL;"Sultançiftliği
Sultançiftliği Mh."
Sultangazi;130;2+1;4.150.000 TL;"Cebeci
İsmetpaşa Mh."
Sultangazi;150;3+1;4.350.000 TL;"Cebeci
İsmetpaşa Mh."
Sultangazi;152;3+1;6.750.000 TL;Cebeci
Sultangazi;115;2+1;2.650.000 TL;"Sultançiftliği
Sultançiftliği Mh."
Sultangazi;100;2+1;5.300.000 TL;"Sultançiftliği
Cumhuriyet Mah."
Sultangazi;180;4+2;5.250.000 TL;"Zübeydehanım
75. Yıl Mh."
Sultangazi;105;2+1;2.225.000 TL;"Sultançiftliği
Esentepe Mah."
Sultangazi;95;2+1;2.090.000 TL;Cebeci
Sultangazi;75;2+1;3.649.000 TL;"Sultançiftliği
50. Yıl Mh."
Sultangazi;140;3+1;4.500.000 TL;"Sultançiftliği
Uğur Mumcu Mh."
Sultangazi;100;2+1;2.199.000 TL;"Sultançiftliği
Sultançiftliği Mh."
Sultangazi;95;2+1;4.200.000 TL;"Zübeydehanım
Zübeyde Hanım Mh."
Sultangazi;90;2+1;1.875.000 TL;"Sultançiftliği
50. Yıl Mh."
Sultangazi;95;2+1;1.480.000 TL;"Sultançiftliği
Esentepe Mah."
Sultangazi;110;2+1;3.500.000 TL;"Zübeydehanım
Gazi Mah."
Sultangazi;90;2+1;2.980.000 TL;"Zübeydehanım
75. Yıl Mh."
Sultangazi;110;2+1;1.590.000 TL;"Cebeci
İsmetpaşa Mh."
Sultangazi;85;2+1;3.445.000 TL;"Sultançiftliği
50. Yıl Mh."
Sultangazi;95;2+1;3.300.000 TL;"Zübeydehanım
Yunus Emre Mah."
Sultangazi;125;2+1;7.700.000 TL;"Merkez
Eski Habipler Mah."
Sultangazi;120;3+1;5.450.000 TL;"Sultançiftliği
Uğur Mumcu Mh."
Sultangazi;90;2+1;2.599.000 TL;"Cebeci
İsmetpaşa Mh."
Sultangazi;120;2+1;5.125.000 TL;"Merkez
Eski Habipler Mah."
Sultangazi;140;3+1;3.500.000 TL;"Zübeydehanım
Zübeyde Hanım Mh."
Sultangazi;95;2+1;3.850.000 TL;"Zübeydehanım
Yunus Emre Mah."
Sultangazi;95;2+1;3.950.000 TL;"Sultançiftliği
50. Yıl Mh."
Sultangazi;105;2+1;3.800.000 TL;"Cebeci
İsmetpaşa Mh."
Sultangazi;105;2+1;3.699.000 TL;"Sultançiftliği
Sultançiftliği Mh."
Sultangazi;95;2+1;3.450.000 TL;"Sultançiftliği
50. Yıl Mh."
Sultangazi;100;2+1;2.699.000 TL;"Sultançiftliği
Esentepe Mah."
Sultangazi;95;2+1;1.850.000 TL;"Zübeydehanım
Yunus Emre Mah."
Sile;44;1+1;4.150.000 TL;"Köyler
Ahmetli Mh."
Sile;150;2+1;11.500.000 TL;"Köyler
Ahmetli Mh."
Sile;120;3+1;6.975.000 TL;"Şile
Balibey Mah."
Sile;160;4+1;6.300.000 TL;"Köyler
Ahmetli Mh."
Sile;90;2+1;3.750.000 TL;"Şile
Çavuş Mh."
Sile;148;2+1;6.999.000 TL;"Şile
Balibey Mah."
Sile;55;1+1;2.650.000 TL;"Şile
Balibey Mah."
Sile;75;2+1;4.250.000 TL;"Şile
Çavuş Mh."
Sile;80;1+1;3.500.000 TL;"Şile
Balibey Mah."
Sile;150;3+1;6.650.000 TL;"Şile
Çavuş Mh."
Sile;200;4+2;11.850.000 TL;"Şile
Çavuş Mh."
Sile;120;2+1;3.750.000 TL;"Şile
Çavuş Mh."
Sile;155;5+1;7.000.000 TL;"Şile
Hacı Kasım Mh."
Sile;230;4+1;6.500.000 TL;"Şile
Çavuş Mh."
Sile;90;2+1;4.950.000 TL;"Köyler
İmrenli Mh."
Sile;140;3+1;15.000.000 TL;"Şile
Çavuş Mh."
Sile;90;2+1;4.480.000 TL;"Şile
Çavuş Mh."
Sile;180;5+1;8.500.000 TL;"Şile
Çavuş Mh."
Sile;80;2+1;5.250.000 TL;"Şile
Çavuş Mh."
Sile;200;5+1;8.250.000 TL;"Şile
Çavuş Mh."
Sile;65;2+1;2.650.000 TL;"Şile
Hacı Kasım Mh."
Sile;90;2+1;4.250.000 TL;"Şile
Çavuş Mh."
Sile;94;2+1;5.850.000 TL;"Şile
Çavuş Mh."
Sile;270;4+2;6.000.000 TL;"Şile
Çavuş Mh."
Sile;140;3+1;8.500.000 TL;"Şile
Balibey Mah."
Sile;250;4+2;12.600.000 TL;"Köyler
İmrenli Mh."
Sile;120;3+1;4.250.000 TL;"Şile
Çavuş Mh."
Sile;275;5+2;12.000.000 TL;"Şile
Çavuş Mh."
Sile;90;2+1;2.950.000 TL;"Şile
Balibey Mah."
Sile;165;3+2;10.750.000 TL;"Şile
Çavuş Mh."
Sile;60;1+1;5.500.000 TL;"Köyler
İmrenli Mh."
Sile;60;2+1;1.900.000 TL;"Köyler
Göçe Mh."
Sile;100;2+1;3.500.000 TL;"Şile
Balibey Mah."
Sile;166;3+2;10.400.000 TL;"Şile
Çavuş Mh."
Sile;120;2.5+1;7.450.000 TL;"Şile
Balibey Mah."
Sile;165;3+1;20.000.000 TL;"Köyler
Ahmetli Mh."
Sile;113;3+1;9.890.000 TL;"Köyler
İmrenli Mh."
Sile;160;3.5+1;9.800.000 TL;"Köyler
Yeşilvadi Mh."
Sile;200;5+1;6.500.000 TL;"Köyler
Sahilköy Mh."
Sile;100;2+1;2.800.000 TL;"Şile
Balibey Mah."
Sile;90;2+1;4.750.000 TL;"Köyler
Ahmetli Mh."
Sile;90;2+1;5.750.000 TL;"Şile
Çavuş Mh."
Sile;68;2+1;4.650.000 TL;"Şile
Çavuş Mh."
Sile;130;3+1;3.800.000 TL;"Şile
Çavuş Mh."
Sile;130;3+2;7.250.000 TL;"Şile
Çavuş Mh."
Sile;70;2+1;2.850.000 TL;"Şile
Çavuş Mh."
Sile;180;4+1;9.350.000 TL;"Şile
Balibey Mah."
Sile;329;4+1;13.500.000 TL;"Köyler
Yeşilvadi Mh."
Sile;110;2+1;6.800.000 TL;"Şile
Çavuş Mh."
Sile;100;2+1;4.200.000 TL;"Ağva
Ağva Merkez Mh."
Sisli;167;3+1;17.700.000 TL;"Şişli
Merkez Mah."
Sisli;90;2+1;10.000.000 TL;"Şişli
Merkez Mah."
Sisli;130;2+2;6.350.000 TL;"Gülbahar
Gülbahar Mh."
Sisli;115;2+1;7.900.000 TL;"Meşrutiyet
Meşrutiyet Mh."
Sisli;135;3+1;11.950.000 TL;Esentepe
Sisli;80;2+1;9.500.000 TL;Esentepe
Sisli;78;2+1;4.900.000 TL;Esentepe
Sisli;160;4+1;10.500.000 TL;"Şişli
Merkez Mah."
Sisli;70;2+1;4.250.000 TL;Bozkurt
Sisli;85;2+1;2.475.000 TL;"Mecidiyeköy
Kuştepe Mh."
Sisli;90;2+1;4.350.000 TL;"Harbiye
İnönü Mh."
Sisli;96;2+1;15.900.000 TL;"Teşvikiye
Teşvikiye Mh."
Sisli;108;3+1;5.000.000 TL;"Duatepe
Paşa Mh."
Sisli;90;2+1;3.950.000 TL;"Mecidiyeköy
Mecidiyeköy Mh."
Sisli;110;3+1;7.000.000 TL;"Gülbahar
Gülbahar Mh."
Sisli;80;2+1;3.600.000 TL;"Harbiye
İnönü Mh."
